"","X","address","city_or_county","date","incident_url","latitude","longitude","n_injured","n_killed"
"44",2142,"Upper Vienna Road","Aliceville","2014-09-13","http://www.gunviolencearchive.org/incident/191186",NA,NA,0,1
"45",2223,"410 Chestnut St","Gadsden","2014-09-13","http://www.gunviolencearchive.org/incident/192567",NA,NA,0,0
"46",2230,"226 49th Ave E","Tuscaloosa","2014-09-13","http://www.gunviolencearchive.org/incident/197983",NA,NA,2,0
"47",2233,"","Pickens County (county)","2014-09-13","http://www.gunviolencearchive.org/incident/192569",NA,NA,0,1
"48",2256,"910 Martin Luther King Blvd S","Union Springs ","2014-09-13","http://www.gunviolencearchive.org/incident/196347",NA,NA,0,0
"49",2299,"1207 Old Trinity Road","Trinity","2014-09-14","http://www.gunviolencearchive.org/incident/191076",NA,NA,1,1
"50",2397,"1500 block of Bessemer Road ","Birmingham","2014-09-14","http://www.gunviolencearchive.org/incident/190911",NA,NA,1,1
"51",2400,"1100 block of Alabama Avenue","Selma","2014-09-14","http://www.gunviolencearchive.org/incident/192579",NA,NA,0,0
"52",2418,"1000 block of Houston Street ","Mobile","2014-09-14","http://www.gunviolencearchive.org/incident/192763",NA,NA,0,0
"53",2482,"3401 Holmes Ave NW","Huntsville","2014-09-15","http://www.gunviolencearchive.org/incident/192733",NA,NA,0,0
"54",2605,"22000 of Fain Road","Elkmont","2014-09-16","http://www.gunviolencearchive.org/incident/192731",NA,NA,0,0
"55",2647,"Highway 59 ","Bay Minette ","2014-09-16","http://www.gunviolencearchive.org/incident/192752",NA,NA,0,0
"56",2710,"Highway 98","Magnolia Springs","2014-09-16","http://www.gunviolencearchive.org/incident/192757",NA,NA,0,0
"57",2831,"Main Avenue and Alabama 21","Sylacauga","2014-09-17","http://www.gunviolencearchive.org/incident/195350",NA,NA,0,0
"58",2871,"2700 block of 35th Avenue North","Birmingham","2014-09-17","http://www.gunviolencearchive.org/incident/192576",NA,NA,3,0
"59",2937,"6800 block of Division Avenue ","Birmingham","2014-09-18","http://www.gunviolencearchive.org/incident/195343",NA,NA,2,0
"60",2945,"3400 block of Margaret Ann Drive","Montgomery","2014-09-18","http://www.gunviolencearchive.org/incident/196304",NA,NA,0,1
"61",3087,"1800 block of Green Street","Selma","2014-09-19","http://www.gunviolencearchive.org/incident/196308",NA,NA,0,0
"62",3112,"1500 14th Street","Phenix City","2014-09-19","http://www.gunviolencearchive.org/incident/194789",NA,NA,0,1
"63",3177,"1000 block of Monk Street","Valley","2014-09-19","http://www.gunviolencearchive.org/incident/195221",NA,NA,1,0
"64",3187,"Cedar Avenue Southwest","Birmingham","2014-09-19","http://www.gunviolencearchive.org/incident/195309",NA,NA,0,0
"65",3208,"500 block of 4th Terrace North ","Birmingham","2014-09-19","http://www.gunviolencearchive.org/incident/195320",NA,NA,0,1
"66",3419,"2400 block of Sandy Street","Montgomery","2014-09-21","http://www.gunviolencearchive.org/incident/195293",NA,NA,0,1
"67",3499,"","Tallapoosa County","2014-09-21","http://www.gunviolencearchive.org/incident/202621",NA,NA,0,0
"68",3689," Joe Campbell Road and Stewart Lane","Talladega County","2014-09-22","http://www.gunviolencearchive.org/incident/196279",NA,NA,0,0
"69",3710,"920 East Academy Street","Troy","2014-09-22","http://www.gunviolencearchive.org/incident/196323",NA,NA,0,0
"70",3756,"4601 Inglenook Lane","Birmingham","2014-09-23","http://www.gunviolencearchive.org/incident/195207",NA,NA,0,3
"71",3831,"4000 Grand Ave.","Hoover","2014-09-23","http://www.gunviolencearchive.org/incident/195299",NA,NA,0,1
"72",3900,"3800 block of Sparkman Drive ","Huntsville","2014-09-24","http://www.gunviolencearchive.org/incident/196296",NA,NA,0,0
"73",3942,"JVC Road ","Tuscaloosa","2014-09-24","http://www.gunviolencearchive.org/incident/196282",NA,NA,1,0
"74",3950,"500 block of 34th Avenue","Tuscaloosa","2014-09-24","http://www.gunviolencearchive.org/incident/195965",NA,NA,1,0
"75",4055,"102 S Prairie St","Union Springs","2014-09-25","http://www.gunviolencearchive.org/incident/199455",NA,NA,1,0
"76",4109,"","Gulf Shores","2014-09-25","http://www.gunviolencearchive.org/incident/196326",NA,NA,0,0
"77",4113,"3100 block of Gayhart Drive ","Huntsville","2014-09-25","http://www.gunviolencearchive.org/incident/196288",NA,NA,0,0
"78",4213,"County Road 29","Marion Junction","2014-09-26","http://www.gunviolencearchive.org/incident/199447",NA,NA,1,0
"79",4243,"100 block of NE Helms Road ","Morgan County","2014-09-26","http://www.gunviolencearchive.org/incident/199436",NA,NA,0,0
"80",4247,"6th Avenue ","Decatur","2014-09-26","http://www.gunviolencearchive.org/incident/199419",NA,NA,1,0
"81",4261,"1900 block of Gibbs Drive","Montgomery","2014-09-26","http://www.gunviolencearchive.org/incident/197213",NA,NA,2,0
"82",4344,"2700 block of 18th Street","Tuscaloosa","2014-09-26","http://www.gunviolencearchive.org/incident/197195",NA,NA,1,0
"83",4351,"Tuttle Avenue","Mobile","2014-09-26","http://www.gunviolencearchive.org/incident/199449",NA,NA,1,0
"84",4432,"Springhill Road","Midway","2014-09-27","http://www.gunviolencearchive.org/incident/202530",NA,NA,0,1
"85",4546,"3900 block of Newson Road","Huntsville","2014-09-27","http://www.gunviolencearchive.org/incident/199425",NA,NA,0,0
"86",4564,"1500 block of Jackson Ferry Road","Montgomery","2014-09-28","http://www.gunviolencearchive.org/incident/199457",NA,NA,1,0
"87",4660,"1700 block of Warrior Road","Birmingham","2014-09-28","http://www.gunviolencearchive.org/incident/199404",NA,NA,1,0
"88",4954,"17th Street S.W.","Birmingham","2014-09-30","http://www.gunviolencearchive.org/incident/199479",NA,NA,0,0
"89",5000,"US Highway 43 ","Russellville","2014-09-30","http://www.gunviolencearchive.org/incident/199410",NA,NA,0,0
"90",19,"1300 block of Alabama Ave","Selma","2014-09-01","http://www.gunviolencearchive.org/incident/186796",NA,NA,0,0
"91",44,"5900 Messer Airport Hwy","Birmingham","2014-09-01","http://www.gunviolencearchive.org/incident/192477",NA,NA,0,0
"92",152,"3100 block of 20th Street ","Tuscaloosa","2014-09-01","http://www.gunviolencearchive.org/incident/186638",NA,NA,1,0
"93",304,"502 Barnett Boulevard","Tallassee","2014-09-02","http://www.gunviolencearchive.org/incident/186827",NA,NA,0,0
"94",305,"1500 block of 53rd St","Birmingham (Ensley)","2014-09-02","http://www.gunviolencearchive.org/incident/186723",NA,NA,0,1
"95",322,"100 block of W. Delano Avenue ","Montgomery","2014-09-02","http://www.gunviolencearchive.org/incident/186803",NA,NA,1,0
"96",397,"200 block of 4th Terrace North","Birmingham","2014-09-03","http://www.gunviolencearchive.org/incident/186770",NA,NA,0,1
"97",441,"4920 US-78","Oxford","2014-09-03","http://www.gunviolencearchive.org/incident/186814",NA,NA,1,0
"98",484,"4000 block of Hunters Ridge Drive ","Huntsville","2014-09-03","http://www.gunviolencearchive.org/incident/186777",NA,NA,1,0
"99",486,"5100 block of Carmichael Road","Montgomery","2014-09-03","http://www.gunviolencearchive.org/incident/200506",NA,NA,0,2
"100",488,"Brindlee Mountain Parkway","Arab","2014-09-03","http://www.gunviolencearchive.org/incident/186774",NA,NA,0,0
"101",521,"Athey Road at Skipper Drive ","Mobile","2014-09-04","http://www.gunviolencearchive.org/incident/186836",NA,NA,0,0
"102",525,"1600 block of Jefferson Avenue Southwest","Birmingham","2014-09-04","http://www.gunviolencearchive.org/incident/186766",NA,NA,0,1
"103",666,"1900 block of Center Point Road","Birmingham","2014-09-05","http://www.gunviolencearchive.org/incident/186757",NA,NA,0,0
"104",709,"Harden Avenue and Governors Drive","Huntsville","2014-09-05","http://www.gunviolencearchive.org/incident/186833",NA,NA,0,0
"105",713,"Jordan Lane ","Huntsville","2014-09-05","http://www.gunviolencearchive.org/incident/186830",NA,NA,0,0
"106",739,"901 East Meighan Blvd","Gadsden","2014-09-05","http://www.gunviolencearchive.org/incident/187959",NA,NA,0,0
"107",741,"Lake Forest Circle","Hoover","2014-09-05","http://www.gunviolencearchive.org/incident/195338",NA,NA,0,0
"108",749,"3500 block of Griffintown Road ","Bibb County","2014-09-05","http://www.gunviolencearchive.org/incident/188944",NA,NA,1,0
"109",759,"3000 block of Meridian Street ","Huntsville","2014-09-05","http://www.gunviolencearchive.org/incident/186785",NA,NA,0,0
"110",792,"3400 block of Conley Road","Hoover","2014-09-05","http://www.gunviolencearchive.org/incident/186839",NA,NA,0,0
"111",813,"100 block of Broad Street ","Alexander City ","2014-09-05","http://www.gunviolencearchive.org/incident/196318",NA,NA,0,0
"112",850,"300 block of Beta Street","Birmingham","2014-09-06","http://www.gunviolencearchive.org/incident/186729",NA,NA,1,1
"113",953,"Washington St","Greensboro","2014-09-06","http://www.gunviolencearchive.org/incident/187371",NA,NA,0,1
"114",1005,"300 block of Eighth Street","Pleasant Grove","2014-09-06","http://www.gunviolencearchive.org/incident/187367",NA,NA,0,3
"115",1094,"3100 block of Cumbres Circle Northwest","Huntsville","2014-09-07","http://www.gunviolencearchive.org/incident/187373",NA,NA,0,0
"116",1209,"2811 Turf Avenue NW","Huntsville","2014-09-07","http://www.gunviolencearchive.org/incident/187957",NA,NA,0,1
"117",1380," 809 University Blvd E","Tuscaloosa","2014-09-09","http://www.gunviolencearchive.org/incident/192564",NA,NA,0,0
"118",1392,"1400 block of 29th Street","Anniston","2014-09-09","http://www.gunviolencearchive.org/incident/190934",NA,NA,1,0
"119",1402,"700 block of Bessemer Road","Midfield","2014-09-09","http://www.gunviolencearchive.org/incident/193538",NA,NA,0,0
"120",1461,"500 block of Jackson Camp Rd","Adger","2014-09-09","http://www.gunviolencearchive.org/incident/188939",NA,NA,1,0
"121",1463,"North Crown Street","Florence","2014-09-09","http://www.gunviolencearchive.org/incident/195102",NA,NA,0,0
"122",1467,"1100 block of Jew Hollow Road","Mount Olive","2014-09-09","http://www.gunviolencearchive.org/incident/188935",NA,NA,0,0
"123",1477,"Jew Hollow Road","Mount Olive","2014-09-09","http://www.gunviolencearchive.org/incident/195095",NA,NA,0,0
"124",1490,"South Crown Street","Florence","2014-09-09","http://www.gunviolencearchive.org/incident/192743",NA,NA,1,0
"125",1677,"800 Airport Dr","Dothan","2014-09-10","http://www.gunviolencearchive.org/incident/193376",NA,NA,0,0
"126",1696,"300 block of Cherry Avenue","Opelika","2014-09-10","http://www.gunviolencearchive.org/incident/189726",NA,NA,1,0
"127",1706,"180 block of 2nd Street Thomas ","Birmingham","2014-09-10","http://www.gunviolencearchive.org/incident/190951",NA,NA,0,0
"128",1924,"Park Street","Troy","2014-09-12","http://www.gunviolencearchive.org/incident/192583",NA,NA,0,0
"129",1935," 248 1st Ave Sw","Birmingham","2014-09-12","http://www.gunviolencearchive.org/incident/190296",NA,NA,1,0
"130",1980,"1477 Gadsden Hwy","Birmingham","2014-09-12","http://www.gunviolencearchive.org/incident/195340",NA,NA,0,0
"131",1996,"Logan Road ","Clanton","2014-09-12","http://www.gunviolencearchive.org/incident/190923",NA,NA,0,0
"132",2090,"4100 block of 5th Court North ","Birmingham","2014-09-13","http://www.gunviolencearchive.org/incident/190917",NA,NA,1,0
"133",2142,"Upper Vienna Road","Aliceville","2014-09-13","http://www.gunviolencearchive.org/incident/191186",NA,NA,0,1
"134",2223,"410 Chestnut St","Gadsden","2014-09-13","http://www.gunviolencearchive.org/incident/192567",NA,NA,0,0
"135",2230,"226 49th Ave E","Tuscaloosa","2014-09-13","http://www.gunviolencearchive.org/incident/197983",NA,NA,2,0
"136",2233,"","Pickens County (county)","2014-09-13","http://www.gunviolencearchive.org/incident/192569",NA,NA,0,1
"137",2256,"910 Martin Luther King Blvd S","Union Springs ","2014-09-13","http://www.gunviolencearchive.org/incident/196347",NA,NA,0,0
"138",2299,"1207 Old Trinity Road","Trinity","2014-09-14","http://www.gunviolencearchive.org/incident/191076",NA,NA,1,1
"139",2397,"1500 block of Bessemer Road ","Birmingham","2014-09-14","http://www.gunviolencearchive.org/incident/190911",NA,NA,1,1
"140",2400,"1100 block of Alabama Avenue","Selma","2014-09-14","http://www.gunviolencearchive.org/incident/192579",NA,NA,0,0
"141",2418,"1000 block of Houston Street ","Mobile","2014-09-14","http://www.gunviolencearchive.org/incident/192763",NA,NA,0,0
"142",2482,"3401 Holmes Ave NW","Huntsville","2014-09-15","http://www.gunviolencearchive.org/incident/192733",NA,NA,0,0
"143",2605,"22000 of Fain Road","Elkmont","2014-09-16","http://www.gunviolencearchive.org/incident/192731",NA,NA,0,0
"144",2647,"Highway 59 ","Bay Minette ","2014-09-16","http://www.gunviolencearchive.org/incident/192752",NA,NA,0,0
"145",2710,"Highway 98","Magnolia Springs","2014-09-16","http://www.gunviolencearchive.org/incident/192757",NA,NA,0,0
"146",2831,"Main Avenue and Alabama 21","Sylacauga","2014-09-17","http://www.gunviolencearchive.org/incident/195350",NA,NA,0,0
"147",2871,"2700 block of 35th Avenue North","Birmingham","2014-09-17","http://www.gunviolencearchive.org/incident/192576",NA,NA,3,0
"148",2937,"6800 block of Division Avenue ","Birmingham","2014-09-18","http://www.gunviolencearchive.org/incident/195343",NA,NA,2,0
"149",2945,"3400 block of Margaret Ann Drive","Montgomery","2014-09-18","http://www.gunviolencearchive.org/incident/196304",NA,NA,0,1
"150",3087,"1800 block of Green Street","Selma","2014-09-19","http://www.gunviolencearchive.org/incident/196308",NA,NA,0,0
"151",3112,"1500 14th Street","Phenix City","2014-09-19","http://www.gunviolencearchive.org/incident/194789",NA,NA,0,1
"152",3177,"1000 block of Monk Street","Valley","2014-09-19","http://www.gunviolencearchive.org/incident/195221",NA,NA,1,0
"153",3187,"Cedar Avenue Southwest","Birmingham","2014-09-19","http://www.gunviolencearchive.org/incident/195309",NA,NA,0,0
"154",3208,"500 block of 4th Terrace North ","Birmingham","2014-09-19","http://www.gunviolencearchive.org/incident/195320",NA,NA,0,1
"155",3419,"2400 block of Sandy Street","Montgomery","2014-09-21","http://www.gunviolencearchive.org/incident/195293",NA,NA,0,1
"156",3499,"","Tallapoosa County","2014-09-21","http://www.gunviolencearchive.org/incident/202621",NA,NA,0,0
"157",3689," Joe Campbell Road and Stewart Lane","Talladega County","2014-09-22","http://www.gunviolencearchive.org/incident/196279",NA,NA,0,0
"158",3710,"920 East Academy Street","Troy","2014-09-22","http://www.gunviolencearchive.org/incident/196323",NA,NA,0,0
"159",3756,"4601 Inglenook Lane","Birmingham","2014-09-23","http://www.gunviolencearchive.org/incident/195207",NA,NA,0,3
"160",3831,"4000 Grand Ave.","Hoover","2014-09-23","http://www.gunviolencearchive.org/incident/195299",NA,NA,0,1
"161",3900,"3800 block of Sparkman Drive ","Huntsville","2014-09-24","http://www.gunviolencearchive.org/incident/196296",NA,NA,0,0
"162",3942,"JVC Road ","Tuscaloosa","2014-09-24","http://www.gunviolencearchive.org/incident/196282",NA,NA,1,0
"163",3950,"500 block of 34th Avenue","Tuscaloosa","2014-09-24","http://www.gunviolencearchive.org/incident/195965",NA,NA,1,0
"164",4055,"102 S Prairie St","Union Springs","2014-09-25","http://www.gunviolencearchive.org/incident/199455",NA,NA,1,0
"165",4109,"","Gulf Shores","2014-09-25","http://www.gunviolencearchive.org/incident/196326",NA,NA,0,0
"166",4113,"3100 block of Gayhart Drive ","Huntsville","2014-09-25","http://www.gunviolencearchive.org/incident/196288",NA,NA,0,0
"167",4213,"County Road 29","Marion Junction","2014-09-26","http://www.gunviolencearchive.org/incident/199447",NA,NA,1,0
"168",4243,"100 block of NE Helms Road ","Morgan County","2014-09-26","http://www.gunviolencearchive.org/incident/199436",NA,NA,0,0
"169",4247,"6th Avenue ","Decatur","2014-09-26","http://www.gunviolencearchive.org/incident/199419",NA,NA,1,0
"170",4261,"1900 block of Gibbs Drive","Montgomery","2014-09-26","http://www.gunviolencearchive.org/incident/197213",NA,NA,2,0
"171",4344,"2700 block of 18th Street","Tuscaloosa","2014-09-26","http://www.gunviolencearchive.org/incident/197195",NA,NA,1,0
"172",4351,"Tuttle Avenue","Mobile","2014-09-26","http://www.gunviolencearchive.org/incident/199449",NA,NA,1,0
"173",4432,"Springhill Road","Midway","2014-09-27","http://www.gunviolencearchive.org/incident/202530",NA,NA,0,1
"174",4546,"3900 block of Newson Road","Huntsville","2014-09-27","http://www.gunviolencearchive.org/incident/199425",NA,NA,0,0
"175",4564,"1500 block of Jackson Ferry Road","Montgomery","2014-09-28","http://www.gunviolencearchive.org/incident/199457",NA,NA,1,0
"176",4660,"1700 block of Warrior Road","Birmingham","2014-09-28","http://www.gunviolencearchive.org/incident/199404",NA,NA,1,0
"177",4954,"17th Street S.W.","Birmingham","2014-09-30","http://www.gunviolencearchive.org/incident/199479",NA,NA,0,0
"178",5000,"US Highway 43 ","Russellville","2014-09-30","http://www.gunviolencearchive.org/incident/199410",NA,NA,0,0
"179",11,"2700 block of Scenic View Drive","Huntsville","2014-08-01","http://www.gunviolencearchive.org/incident/169341",NA,NA,0,0
"180",127," Governors Drive and Braham Avenue","Huntsville","2014-08-01","http://www.gunviolencearchive.org/incident/169344",NA,NA,0,0
"181",148,"Irondale Drive","Huntsville","2014-08-01","http://www.gunviolencearchive.org/incident/169348",NA,NA,0,0
"182",155,"1000 Glenn Hearn Blvd SW","Huntsville","2014-08-01","http://www.gunviolencearchive.org/incident/191397",NA,NA,0,0
"183",194,"Hwy. 231 and Deese Road","Ozark","2014-08-01","http://www.gunviolencearchive.org/incident/170404",NA,NA,0,0
"184",209,"","Birmingham","2014-08-02","http://www.gunviolencearchive.org/incident/177740",NA,NA,0,1
"185",215,"Mister Drive","Montgomery","2014-08-02","http://www.gunviolencearchive.org/incident/169337",NA,NA,0,1
"186",245,"7800 block of 6th Avenue South ","Birmingham","2014-08-02","http://www.gunviolencearchive.org/incident/169355",NA,NA,1,0
"187",296,"5100 block of Cherry St","Mulga","2014-08-02","http://www.gunviolencearchive.org/incident/169352",NA,NA,0,1
"188",300,"1800 Lakewood Dr","Phenix City","2014-08-02","http://www.gunviolencearchive.org/incident/168121",NA,NA,1,1
"189",301,"5100 block of Cherry Street","Mulga","2014-08-02","http://www.gunviolencearchive.org/incident/176857",NA,NA,0,1
"190",367,"2800 block of Lower Wetumpka Road","Montgomery","2014-08-02","http://www.gunviolencearchive.org/incident/170406",NA,NA,1,0
"191",445,"Sparkman Drive","Huntsville","2014-08-03","http://www.gunviolencearchive.org/incident/169349",NA,NA,0,0
"192",529,"","Tuskegee","2014-08-03","http://www.gunviolencearchive.org/incident/174517",NA,NA,0,0
"193",602,"East St","Talladega","2014-08-04","http://www.gunviolencearchive.org/incident/176266",NA,NA,1,0
"194",638,"Scenic Highway 98 ","Fairhope","2014-08-04","http://www.gunviolencearchive.org/incident/171975",NA,NA,0,0
"195",769," Opelika Road","Auburn","2014-08-05","http://www.gunviolencearchive.org/incident/176825",NA,NA,0,0
"196",837,"Hunter's Run ","Tuscaloosa","2014-08-05","http://www.gunviolencearchive.org/incident/171998",NA,NA,0,1
"197",931,"6700 block of Myron Massey Boulevard","Fairfield","2014-08-06","http://www.gunviolencearchive.org/incident/172001",NA,NA,2,0
"198",944,"1000 block of Ann Street ","Montgomery","2014-08-06","http://www.gunviolencearchive.org/incident/174522",NA,NA,1,0
"199",974,"Western Drive at Cotton Street ","Mobile","2014-08-06","http://www.gunviolencearchive.org/incident/171984",NA,NA,0,0
"200",977,"U.S. Highway 231 ","Brundidge","2014-08-06","http://www.gunviolencearchive.org/incident/171981",NA,NA,0,0
"201",1106,"101 Abraham Woods Jr. Blvd. ","Birmingham","2014-08-07","http://www.gunviolencearchive.org/incident/171995",NA,NA,1,0
"202",1231,"2300 block of Crabtree Road","Tuscaloosa","2014-08-08","http://www.gunviolencearchive.org/incident/173398",NA,NA,1,0
"203",1247,"North Main Street ","Goodwater","2014-08-08","http://www.gunviolencearchive.org/incident/174520",NA,NA,0,0
"204",1250,"John Super Road ","Butler County","2014-08-08","http://www.gunviolencearchive.org/incident/174493",NA,NA,2,0
"205",1309,"Withers and Chambers streets","Montgomery","2014-08-08","http://www.gunviolencearchive.org/incident/174480",NA,NA,0,0
"206",1422,"3800 block of Governors Drive","Montgomery","2014-08-09","http://www.gunviolencearchive.org/incident/174510",NA,NA,0,1
"207",1466,"763 Wilson St","Wetumpka","2014-08-09","http://www.gunviolencearchive.org/incident/174501",NA,NA,0,0
"208",1565,"TY Rogers, Jr. and 25th St","Tuscaloosa","2014-08-10","http://www.gunviolencearchive.org/incident/177876",NA,NA,2,0
"209",1685,"French and North Decatur streets","Montgomery","2014-08-10","http://www.gunviolencearchive.org/incident/174465",NA,NA,0,0
"210",1760,"2000 block of Golf Road","Huntsville","2014-08-11","http://www.gunviolencearchive.org/incident/175003",NA,NA,0,0
"211",1812,"5900 Messer Airport Hwy","Birmingham","2014-08-11","http://www.gunviolencearchive.org/incident/191998",NA,NA,0,0
"212",1848,"S Prairie St","Union Springs","2014-08-11","http://www.gunviolencearchive.org/incident/177547",NA,NA,0,0
"213",1849,"Bank St","Decatur","2014-08-11","http://www.gunviolencearchive.org/incident/174999",NA,NA,0,0
"214",1868,"Blue Spring Road ","Huntsville","2014-08-11","http://www.gunviolencearchive.org/incident/174993",NA,NA,1,0
"215",1883,"84 Plantation Boulevard","Fairhope","2014-08-12","http://www.gunviolencearchive.org/incident/177544",NA,NA,0,0
"216",1915,"Blount Avenue","Guntersville","2014-08-12","http://www.gunviolencearchive.org/incident/174948",NA,NA,0,0
"217",1979,"2901 Hunter Ridge Ct","Birmingham","2014-08-12","http://www.gunviolencearchive.org/incident/195333",NA,NA,1,0
"218",1982,"","Sheffield","2014-08-12","http://www.gunviolencearchive.org/incident/174951",NA,NA,0,0
"219",2084,"600 Firestone Avenue","Muscle Shoals","2014-08-13","http://www.gunviolencearchive.org/incident/183285",NA,NA,1,1
"220",2086,"Firestone Avenue","Muscle Shoals","2014-08-13","http://www.gunviolencearchive.org/incident/174983",NA,NA,1,1
"221",2107,"2900 block of Wimberly Drive","Decatur","2014-08-13","http://www.gunviolencearchive.org/incident/174968",NA,NA,0,0
"222",2115,"3100 block of Gayhart Drive ","Huntsville","2014-08-13","http://www.gunviolencearchive.org/incident/174931",NA,NA,0,0
"223",2135,"4400 block of Myrtlewood ","Huntsville","2014-08-13","http://www.gunviolencearchive.org/incident/174534",NA,NA,2,0
"224",2234,"5000 block of Cooley Drive ","Adamsville","2014-08-14","http://www.gunviolencearchive.org/incident/177604",NA,NA,1,0
"225",2258,"6700 block of Dublin Avenue","Birmingham","2014-08-14","http://www.gunviolencearchive.org/incident/174484",NA,NA,1,0
"226",2259,"Hulaco Road","Joppa","2014-08-14","http://www.gunviolencearchive.org/incident/179873",NA,NA,0,0
"227",2275,"7200 block of Rome Avenue","Birmingham","2014-08-14","http://www.gunviolencearchive.org/incident/174495",NA,NA,1,0
"228",2295,"Interstate 65","Prattville","2014-08-14","http://www.gunviolencearchive.org/incident/177611",NA,NA,0,0
"229",2374,"5600 block of Atlanta Hwy","Montgomery","2014-08-15","http://www.gunviolencearchive.org/incident/177608",NA,NA,0,0
"230",2377,"900 block of 44th Place North","Birmingham","2014-08-15","http://www.gunviolencearchive.org/incident/177583",NA,NA,1,0
"231",2408,"","Mobile ","2014-08-15","http://www.gunviolencearchive.org/incident/179827",NA,NA,0,0
"232",2410,"Englewood Drive and Greenwood Avenue","Mobile","2014-08-15","http://www.gunviolencearchive.org/incident/176581",NA,NA,1,0
"233",2499,"5600 block of 1st Avenue South","Birmingham","2014-08-15","http://www.gunviolencearchive.org/incident/177868",NA,NA,1,0
"234",2727,"1400 block of Walnut Street ","Gadsden","2014-08-17","http://www.gunviolencearchive.org/incident/177585",NA,NA,1,0
"235",2731,"2200 block of Jonathan Drive ","Huntsville","2014-08-17","http://www.gunviolencearchive.org/incident/177566",NA,NA,0,0
"236",2748,"Venona Avenue","Huntsville","2014-08-17","http://www.gunviolencearchive.org/incident/177559",NA,NA,1,0
"237",2752,"2300 block of Memorial Parkway","Huntsville","2014-08-17","http://www.gunviolencearchive.org/incident/177556",NA,NA,0,0
"238",2836,"","Florence ","2014-08-17","http://www.gunviolencearchive.org/incident/177855",NA,NA,0,0
"239",2842,"Cotton Box Rd","Slocomb","2014-08-17","http://www.gunviolencearchive.org/incident/177844",NA,NA,1,0
"240",2848,"7400 block of Belgium Ave","Birmingham","2014-08-17","http://www.gunviolencearchive.org/incident/177594",NA,NA,0,1
"241",2959,"2100 block of L.L. Anderson Avenue","Selma","2014-08-18","http://www.gunviolencearchive.org/incident/177779",NA,NA,1,0
"242",2984,"Jordan Lane ","Huntsville","2014-08-18","http://www.gunviolencearchive.org/incident/177864",NA,NA,0,0
"243",3083,"South Florida Street","Mobile","2014-08-18","http://www.gunviolencearchive.org/incident/178928",NA,NA,0,0
"244",3120,"3800 block of Brookshire Way ","Montgomery","2014-08-19","http://www.gunviolencearchive.org/incident/177765",NA,NA,1,0
"245",3137,"2412 Halls Mill Rd","Mobile","2014-08-19","http://www.gunviolencearchive.org/incident/178093",NA,NA,0,0
"246",3145,"","Alabaster","2014-08-19","http://www.gunviolencearchive.org/incident/178972",NA,NA,0,0
"247",3156,"Hwy. 59","Gulf Shores ","2014-08-19","http://www.gunviolencearchive.org/incident/182224",NA,NA,0,0
"248",3243,"700 block of Texas Street ","Mobile","2014-08-19","http://www.gunviolencearchive.org/incident/179848",NA,NA,1,0
"249",3263,"100 block of East Orange Street ","Troy","2014-08-19","http://www.gunviolencearchive.org/incident/177793",NA,NA,1,0
"250",3267,"Wild Fort Road ","Butler County","2014-08-19","http://www.gunviolencearchive.org/incident/177785",NA,NA,1,0
"251",3301,"700 block of County Road 74","Dallas County","2014-08-20","http://www.gunviolencearchive.org/incident/179854",NA,NA,0,1
"252",3307,"700 block of Monroe Street ","Dothan","2014-08-20","http://www.gunviolencearchive.org/incident/179865",NA,NA,1,0
"253",3316,"County Road 22 and State Route 27","Chancellor","2014-08-20","http://www.gunviolencearchive.org/incident/179857",NA,NA,0,1
"254",3346,"600 block of East Canal Road","Gulf Shores","2014-08-20","http://www.gunviolencearchive.org/incident/178946",NA,NA,1,1
"255",3348,"Chalet Drive","Greenville","2014-08-20","http://www.gunviolencearchive.org/incident/179845",NA,NA,0,1
"256",3380,"Autumnwood Drive ","Huntsville","2014-08-20","http://www.gunviolencearchive.org/incident/179889",NA,NA,1,0
"257",3511,"Claudette Colvin Drive and Marie James Court","Montgomery","2014-08-21","http://www.gunviolencearchive.org/incident/178938",NA,NA,0,1
"258",3513,"3015 Autumn Wood Dr NW","Huntsville","2014-08-21","http://www.gunviolencearchive.org/incident/179894",NA,NA,1,0
"259",3523,"Clifford Laws Drive ","Montgomery","2014-08-21","http://www.gunviolencearchive.org/incident/179838",NA,NA,1,0
"260",3533,"1500 block of County Line Road 291","Bryant","2014-08-21","http://www.gunviolencearchive.org/incident/178931",NA,NA,1,0
"261",3551,"STATE HIGHWAY 27","Chancellor","2014-08-21","http://www.gunviolencearchive.org/incident/180085",NA,NA,0,1
"262",3586,"Old Foley Road","Elberta","2014-08-21","http://www.gunviolencearchive.org/incident/182228",NA,NA,0,0
"263",3673,"100 block of Lee Road 40","Opelika","2014-08-22","http://www.gunviolencearchive.org/incident/182326",NA,NA,0,1
"264",3719,"300 block of Andrew Jackson Way ","Huntsville","2014-08-22","http://www.gunviolencearchive.org/incident/181603",NA,NA,0,0
"265",3920,"2925 McFarland Boulevard","Tuscaloosa","2014-08-23","http://www.gunviolencearchive.org/incident/180062",NA,NA,0,1
"266",3931,"Robert Jemison Road","Birmingham","2014-08-23","http://www.gunviolencearchive.org/incident/181606",NA,NA,0,1
"267",4131,"Oakwood Avenue and Pulaski Pike ","Huntsville","2014-08-24","http://www.gunviolencearchive.org/incident/181600",NA,NA,0,0
"268",4135,"High Ridge Drive ","Huntsville","2014-08-24","http://www.gunviolencearchive.org/incident/181597",NA,NA,1,0
